lat_grid,lon_grid,date,chlorophyll_mg_m3,ndci,cloud_cover_frac,pixel_valid,data_source
3.25,96.5,2023-04-02,2.7085,0.6883,0.42,1,MODIS_TERRA
4.0,103.0,2023-04-02,2.7888,0.6959,0.33,1,MODIS_TERRA
5.0,98.0,2023-04-02,3.0023,0.7145,0.37,1,MODIS_TERRA
5.0,103.0,2023-04-02,2.971,0.7119,0.39,1,MODIS_TERRA
5.0,108.0,2023-04-02,2.3246,0.646,0.13,1,MODIS_TERRA
6.0,110.0,2023-04-02,2.5087,0.6676,0.2,1,MODIS_TERRA
6.5,114.75,2023-04-02,2.9154,0.7072,0.47,1,MODIS_TERRA
6.5,115.0,2023-04-02,2.6274,0.6802,0.25,1,MODIS_TERRA
6.5,115.25,2023-04-02,2.7777,0.6949,0.7,0,MODIS_TERRA
6.5,115.75,2023-04-02,2.8708,0.7033,0.48,1,MODIS_TERRA
6.75,115.25,2023-04-02,2.7578,0.693,0.09,1,MODIS_TERRA
6.75,116.0,2023-04-02,2.6723,0.6848,0.42,1,MODIS_TERRA
7.0,115.0,2023-04-02,2.884,0.7045,0.03,1,MODIS_TERRA
8.0,103.0,2023-04-02,2.9619,0.7111,0.42,1,MODIS_TERRA
9.0,104.0,2023-04-02,3.1694,0.7275,0.16,1,MODIS_TERRA
9.0,111.0,2023-04-02,3.2027,0.7299,0.48,1,MODIS_TERRA
9.0,114.0,2023-04-02,3.1485,0.7259,0.0,1,MODIS_TERRA
10.0,106.0,2023-04-02,3.4049,0.7439,0.0,1,MODIS_TERRA
10.0,107.0,2023-04-02,3.4651,0.7478,0.7,0,MODIS_TERRA
10.0,119.0,2023-04-02,3.3897,0.7429,0.18,1,MODIS_TERRA
11.0,99.0,2023-04-02,3.1797,0.7282,0.43,1,MODIS_TERRA
11.0,109.0,2023-04-02,3.3638,0.7412,0.08,1,MODIS_TERRA
11.0,112.0,2023-04-02,3.2061,0.7302,0.64,0,MODIS_TERRA
11.0,115.0,2023-04-02,3.4824,0.7489,0.34,1,MODIS_TERRA
11.0,117.0,2023-04-02,3.2964,0.7366,0.26,1,MODIS_TERRA
11.25,118.5,2023-04-02,3.1936,0.7293,0.63,0,MODIS_TERRA
11.25,118.75,2023-04-02,3.2071,0.7303,0.46,1,MODIS_TERRA
11.25,119.25,2023-04-02,3.2728,0.7349,0.17,1,MODIS_TERRA
11.5,117.75,2023-04-02,3.0934,0.7217,0.41,1,MODIS_TERRA
11.5,118.0,2023-04-02,3.0512,0.7184,0.71,0,MODIS_TERRA
11.75,117.75,2023-04-02,3.0002,0.7143,0.61,0,MODIS_TERRA
12.0,99.0,2023-04-02,3.1679,0.7274,0.59,0,MODIS_TERRA
12.0,103.0,2023-04-02,2.9916,0.7136,0.49,1,MODIS_TERRA
12.0,104.0,2023-04-02,2.9404,0.7093,0.25,1,MODIS_TERRA
12.0,111.0,2023-04-02,3.0071,0.7149,0.46,1,MODIS_TERRA
13.0,101.0,2023-04-02,3.5488,0.753,0.33,1,MODIS_TERRA
13.0,106.0,2023-04-02,2.7701,0.6942,0.04,1,MODIS_TERRA
13.0,108.0,2023-04-02,2.9189,0.7075,0.15,1,MODIS_TERRA
14.0,120.0,2023-04-02,3.4253,0.7452,0.4,1,MODIS_TERRA
15.0,102.0,2023-04-02,3.0223,0.7161,0.07,1,MODIS_TERRA
16.0,98.0,2023-04-02,2.9327,0.7087,0.61,0,MODIS_TERRA
16.0,100.0,2023-04-02,3.4023,0.7437,0.18,1,MODIS_TERRA
16.0,100.5,2023-04-02,3.4963,0.7498,0.55,0,MODIS_TERRA
16.0,105.0,2023-04-02,2.3519,0.6494,0.69,0,MODIS_TERRA
16.0,108.0,2023-04-02,2.0904,0.614,0.55,0,MODIS_TERRA
16.0,113.0,2023-04-02,2.2667,0.6386,0.48,1,MODIS_TERRA
16.0,117.0,2023-04-02,2.7765,0.6948,0.18,1,MODIS_TERRA
16.25,99.75,2023-04-02,3.3457,0.74,0.24,1,MODIS_TERRA
16.25,100.0,2023-04-02,3.416,0.7446,0.32,1,MODIS_TERRA
16.25,100.25,2023-04-02,3.3204,0.7382,0.67,0,MODIS_TERRA
16.25,100.5,2023-04-02,3.2503,0.7334,0.5,0,MODIS_TERRA
16.5,100.0,2023-04-02,3.3533,0.7405,0.63,0,MODIS_TERRA
16.5,100.25,2023-04-02,3.3142,0.7378,0.56,0,MODIS_TERRA
17.0,104.0,2023-04-02,2.7315,0.6905,0.62,0,MODIS_TERRA
17.0,106.0,2023-04-02,2.1194,0.6182,0.23,1,MODIS_TERRA
17.0,116.0,2023-04-02,2.5519,0.6723,0.22,1,MODIS_TERRA
17.0,121.0,2023-04-02,3.1929,0.7292,0.29,1,MODIS_TERRA
18.0,102.0,2023-04-02,3.0006,0.7143,0.04,1,MODIS_TERRA
18.0,107.0,2023-04-02,2.099,0.6152,0.13,1,MODIS_TERRA
18.0,120.0,2023-04-02,3.4774,0.7486,0.75,0,MODIS_TERRA
18.75,115.0,2023-04-02,2.3524,0.6494,0.49,1,MODIS_TERRA
19.0,99.0,2023-04-02,3.4331,0.7457,0.15,1,MODIS_TERRA
19.0,108.0,2023-04-02,1.7008,0.5456,0.37,1,MODIS_TERRA
19.0,110.0,2023-04-02,1.4639,0.4908,0.59,0,MODIS_TERRA
19.0,114.25,2023-04-02,2.3164,0.6449,0.4,1,MODIS_TERRA
19.0,114.75,2023-04-02,2.3597,0.6503,0.31,1,MODIS_TERRA
19.0,119.0,2023-04-02,3.162,0.7269,0.35,1,MODIS_TERRA
19.0,121.0,2023-04-02,3.1428,0.7255,0.5,0,MODIS_TERRA
19.25,114.25,2023-04-02,2.3593,0.6503,0.24,1,MODIS_TERRA
19.25,114.5,2023-04-02,2.2158,0.6318,0.49,1,MODIS_TERRA
20.0,121.0,2023-04-02,3.2284,0.7318,0.25,1,MODIS_TERRA
21.0,101.0,2023-04-02,3.1391,0.7252,0.05,1,MODIS_TERRA
0.75,100.75,2023-04-03,3.3732,0.7418,0.59,0,MODIS_TERRA
1.0,100.5,2023-04-03,3.3169,0.738,0.55,0,MODIS_TERRA
1.0,101.25,2023-04-03,3.1506,0.7261,0.01,1,MODIS_TERRA
1.25,100.25,2023-04-03,3.4635,0.7477,0.23,1,MODIS_TERRA
1.25,101.0,2023-04-03,3.2238,0.7315,0.16,1,MODIS_TERRA
1.25,101.25,2023-04-03,3.1145,0.7233,0.28,1,MODIS_TERRA
1.25,104.25,2023-04-03,2.4796,0.6644,0.02,1,MODIS_TERRA
1.5,96.0,2023-04-03,2.511,0.6679,0.71,0,MODIS_TERRA
1.5,96.25,2023-04-03,2.6224,0.6797,0.56,0,MODIS_TERRA
1.5,96.5,2023-04-03,2.6405,0.6816,0.62,0,MODIS_TERRA
1.5,104.5,2023-04-03,2.4624,0.6624,0.74,0,MODIS_TERRA
1.5,105.5,2023-04-03,2.2057,0.6304,0.31,1,MODIS_TERRA
1.75,96.0,2023-04-03,2.7323,0.6906,0.48,1,MODIS_TERRA
1.75,96.25,2023-04-03,2.5769,0.675,0.08,1,MODIS_TERRA
1.75,104.25,2023-04-03,2.9525,0.7104,0.55,0,MODIS_TERRA
1.75,104.5,2023-04-03,2.4105,0.6564,0.13,1,MODIS_TERRA
1.75,105.0,2023-04-03,2.3494,0.649,0.04,1,MODIS_TERRA
1.75,105.25,2023-04-03,2.3485,0.6489,0.53,0,MODIS_TERRA
2.0,96.25,2023-04-03,2.6144,0.6789,0.25,1,MODIS_TERRA
2.0,96.5,2023-04-03,2.628,0.6803,0.28,1,MODIS_TERRA
2.25,96.25,2023-04-03,2.5969,0.6771,0.67,0,MODIS_TERRA
2.25,101.5,2023-04-03,3.3481,0.7401,0.72,0,MODIS_TERRA
2.25,102.5,2023-04-03,3.0485,0.7182,0.51,0,MODIS_TERRA
2.5,101.75,2023-04-03,3.2449,0.733,0.09,1,MODIS_TERRA
2.5,102.75,2023-04-03,3.1497,0.726,0.25,1,MODIS_TERRA
2.75,101.5,2023-04-03,3.2939,0.7364,0.42,1,MODIS_TERRA
2.75,102.5,2023-04-03,3.1065,0.7227,0.24,1,MODIS_TERRA
2.75,102.75,2023-04-03,2.8423,0.7008,0.44,1,MODIS_TERRA
4.0,106.5,2023-04-03,2.1748,0.6261,0.55,0,MODIS_TERRA
4.0,107.0,2023-04-03,2.0969,0.6149,0.39,1,MODIS_TERRA
4.25,106.5,2023-04-03,2.1534,0.6231,0.47,1,MODIS_TERRA
4.25,106.75,2023-04-03,2.2257,0.6331,0.29,1,MODIS_TERRA
4.5,107.0,2023-04-03,2.25,0.6364,0.15,1,MODIS_TERRA
4.5,107.25,2023-04-03,2.2277,0.6334,0.43,1,MODIS_TERRA
6.75,116.25,2023-04-03,2.6692,0.6845,0.57,0,MODIS_TERRA
6.75,116.5,2023-04-03,2.7824,0.6953,0.05,1,MODIS_TERRA
6.75,116.75,2023-04-03,3.0037,0.7146,0.26,1,MODIS_TERRA
7.0,116.75,2023-04-03,2.7323,0.6906,0.09,1,MODIS_TERRA
7.25,117.0,2023-04-03,2.8145,0.6983,0.3,1,MODIS_TERRA
7.25,117.5,2023-04-03,2.8443,0.701,0.19,1,MODIS_TERRA
7.5,117.25,2023-04-03,2.9638,0.7113,0.44,1,MODIS_TERRA
7.75,117.25,2023-04-03,3.0172,0.7157,0.36,1,MODIS_TERRA
11.75,117.75,2023-04-03,3.2409,0.7327,0.34,1,MODIS_TERRA
12.0,116.5,2023-04-03,3.0012,0.7144,0.11,1,MODIS_TERRA
12.0,117.75,2023-04-03,2.9806,0.7127,0.72,0,MODIS_TERRA
12.0,118.0,2023-04-03,3.0126,0.7153,0.38,1,MODIS_TERRA
12.25,116.5,2023-04-03,2.9945,0.7138,0.73,0,MODIS_TERRA
12.25,117.25,2023-04-03,3.1127,0.7232,0.04,1,MODIS_TERRA
12.25,117.5,2023-04-03,3.1285,0.7244,0.15,1,MODIS_TERRA
16.25,99.5,2023-04-03,3.362,0.7411,0.66,0,MODIS_TERRA
16.5,98.5,2023-04-03,3.1163,0.7235,0.11,1,MODIS_TERRA
16.5,99.5,2023-04-03,3.3695,0.7416,0.15,1,MODIS_TERRA
16.75,98.5,2023-04-03,3.1857,0.7287,0.08,1,MODIS_TERRA
16.75,99.25,2023-04-03,3.4007,0.7436,0.3,1,MODIS_TERRA
17.0,98.0,2023-04-03,2.9474,0.7099,0.51,0,MODIS_TERRA
17.0,98.75,2023-04-03,3.1418,0.7254,0.57,0,MODIS_TERRA
17.25,98.0,2023-04-03,2.9934,0.7137,0.64,0,MODIS_TERRA
17.5,98.5,2023-04-03,3.0455,0.7179,0.0,1,MODIS_TERRA
17.5,98.75,2023-04-03,3.2565,0.7338,0.37,1,MODIS_TERRA
17.75,114.0,2023-04-03,2.1804,0.6269,0.44,1,MODIS_TERRA
17.75,114.25,2023-04-03,2.1946,0.6289,0.44,1,MODIS_TERRA
18.0,114.25,2023-04-03,2.4018,0.6554,0.07,1,MODIS_TERRA
18.25,114.25,2023-04-03,2.322,0.6456,0.67,0,MODIS_TERRA
18.25,114.5,2023-04-03,2.1991,0.6295,0.59,0,MODIS_TERRA
18.25,115.0,2023-04-03,2.3227,0.6457,0.29,1,MODIS_TERRA
18.5,115.0,2023-04-03,2.3877,0.6537,0.32,1,MODIS_TERRA
0.0,99.75,2023-04-04,3.6406,0.7585,0.62,0,MODIS_TERRA
0.25,100.25,2023-04-04,3.3627,0.7411,0.8,0,MODIS_TERRA
0.5,100.75,2023-04-04,3.2159,0.7309,0.54,0,MODIS_TERRA
0.75,100.75,2023-04-04,3.3132,0.7378,0.75,0,MODIS_TERRA
0.75,101.25,2023-04-04,3.3965,0.7434,0.4,1,MODIS_TERRA
1.0,96.0,2023-04-04,2.5625,0.6735,0.69,0,MODIS_TERRA
1.0,100.75,2023-04-04,3.2919,0.7363,0.53,0,MODIS_TERRA
1.25,95.5,2023-04-04,2.4545,0.6615,0.27,1,MODIS_TERRA
1.25,96.0,2023-04-04,2.6423,0.6818,0.65,0,MODIS_TERRA
1.25,96.25,2023-04-04,2.6056,0.678,0.26,1,MODIS_TERRA
1.25,96.5,2023-04-04,2.6779,0.6853,0.06,1,MODIS_TERRA
1.25,104.25,2023-04-04,2.4775,0.6641,0.62,0,MODIS_TERRA
1.5,95.75,2023-04-04,2.5318,0.6702,0.38,1,MODIS_TERRA
1.5,104.25,2023-04-04,2.5176,0.6686,0.34,1,MODIS_TERRA
1.5,104.75,2023-04-04,2.3692,0.6515,0.2,1,MODIS_TERRA
1.75,104.5,2023-04-04,2.6404,0.6816,0.17,1,MODIS_TERRA
1.75,104.75,2023-04-04,2.3592,0.6503,0.13,1,MODIS_TERRA
2.0,96.0,2023-04-04,2.8011,0.6971,0.27,1,MODIS_TERRA
2.0,96.25,2023-04-04,2.6194,0.6794,0.44,1,MODIS_TERRA
2.0,101.5,2023-04-04,3.1761,0.728,0.1,1,MODIS_TERRA
2.0,101.75,2023-04-04,3.0558,0.7188,0.07,1,MODIS_TERRA
2.0,102.0,2023-04-04,2.951,0.7102,0.07,1,MODIS_TERRA
2.25,102.0,2023-04-04,3.0612,0.7192,0.14,1,MODIS_TERRA
2.25,102.25,2023-04-04,3.0513,0.7184,0.59,0,MODIS_TERRA
2.5,102.0,2023-04-04,2.9469,0.7099,0.22,1,MODIS_TERRA
3.75,106.75,2023-04-04,2.2149,0.6317,0.44,1,MODIS_TERRA
4.0,106.5,2023-04-04,2.154,0.6232,0.76,0,MODIS_TERRA
4.25,106.25,2023-04-04,2.1549,0.6233,0.37,1,MODIS_TERRA
4.25,106.75,2023-04-04,2.1584,0.6238,0.17,1,MODIS_TERRA
6.5,117.0,2023-04-04,2.8228,0.699,0.52,0,MODIS_TERRA
6.5,117.25,2023-04-04,2.8415,0.7007,0.41,1,MODIS_TERRA
6.75,117.25,2023-04-04,3.1187,0.7237,0.09,1,MODIS_TERRA
6.75,118.0,2023-04-04,3.1013,0.7223,0.16,1,MODIS_TERRA
7.0,117.25,2023-04-04,2.8798,0.7041,0.75,0,MODIS_TERRA
7.0,117.5,2023-04-04,2.8945,0.7054,0.05,1,MODIS_TERRA
11.25,116.75,2023-04-04,3.186,0.7287,0.78,0,MODIS_TERRA
11.75,116.5,2023-04-04,3.0509,0.7184,0.58,0,MODIS_TERRA
11.75,116.75,2023-04-04,3.1769,0.728,0.45,1,MODIS_TERRA
12.0,110.25,2023-04-04,2.9596,0.7109,0.58,0,MODIS_TERRA
12.0,110.5,2023-04-04,3.0033,0.7146,0.55,0,MODIS_TERRA
12.0,116.75,2023-04-04,3.0163,0.7156,0.22,1,MODIS_TERRA
12.25,110.5,2023-04-04,3.0684,0.7198,0.66,0,MODIS_TERRA
12.25,116.5,2023-04-04,2.9222,0.7078,0.31,1,MODIS_TERRA
12.25,116.75,2023-04-04,2.9205,0.7076,0.49,1,MODIS_TERRA
12.5,110.25,2023-04-04,2.9375,0.7091,0.09,1,MODIS_TERRA
17.0,97.5,2023-04-04,2.8913,0.7051,0.18,1,MODIS_TERRA
17.0,98.0,2023-04-04,3.3578,0.7408,0.62,0,MODIS_TERRA
17.25,97.5,2023-04-04,2.8972,0.7056,0.15,1,MODIS_TERRA
17.25,97.75,2023-04-04,3.149,0.726,0.14,1,MODIS_TERRA
17.25,98.0,2023-04-04,3.0928,0.7217,0.02,1,MODIS_TERRA
17.25,98.25,2023-04-04,2.9902,0.7135,0.14,1,MODIS_TERRA
17.5,98.0,2023-04-04,2.9532,0.7104,0.49,1,MODIS_TERRA
17.75,113.25,2023-04-04,1.9743,0.5959,0.1,1,MODIS_TERRA
18.25,113.0,2023-04-04,2.0281,0.6044,0.01,1,MODIS_TERRA
18.25,113.5,2023-04-04,2.0241,0.6038,0.07,1,MODIS_TERRA
18.5,112.5,2023-04-04,2.0034,0.6005,0.24,1,MODIS_TERRA
18.5,112.75,2023-04-04,1.98,0.5968,0.38,1,MODIS_TERRA
18.75,112.5,2023-04-04,1.9052,0.5842,0.4,1,MODIS_TERRA
0.0,99.5,2023-04-05,3.4011,0.7437,0.37,1,MODIS_TERRA
0.0,99.75,2023-04-05,3.3627,0.7411,0.03,1,MODIS_TERRA
0.25,99.75,2023-04-05,3.5267,0.7517,0.46,1,MODIS_TERRA
1.5,96.5,2023-04-05,2.656,0.6831,0.12,1,MODIS_TERRA
1.75,101.75,2023-04-05,3.1871,0.7288,0.13,1,MODIS_TERRA
1.75,104.75,2023-04-05,2.377,0.6524,0.08,1,MODIS_TERRA
2.0,96.0,2023-04-05,2.5509,0.6722,0.35,1,MODIS_TERRA
2.0,96.25,2023-04-05,2.7671,0.6939,0.1,1,MODIS_TERRA
2.0,96.5,2023-04-05,2.7382,0.6912,0.43,1,MODIS_TERRA
2.0,96.75,2023-04-05,2.7497,0.6923,0.21,1,MODIS_TERRA
2.0,101.25,2023-04-05,3.2245,0.7315,0.55,0,MODIS_TERRA
2.0,104.25,2023-04-05,2.5299,0.67,0.26,1,MODIS_TERRA
2.0,104.5,2023-04-05,2.4976,0.6664,0.48,1,MODIS_TERRA
2.25,96.5,2023-04-05,2.6309,0.6806,0.76,0,MODIS_TERRA
2.25,96.75,2023-04-05,2.8562,0.702,0.08,1,MODIS_TERRA
2.25,97.0,2023-04-05,2.7885,0.6959,0.09,1,MODIS_TERRA
2.25,101.25,2023-04-05,3.2715,0.7349,0.74,0,MODIS_TERRA
2.25,101.5,2023-04-05,3.0556,0.7188,0.42,1,MODIS_TERRA
2.25,101.75,2023-04-05,3.2801,0.7355,0.75,0,MODIS_TERRA
2.25,104.25,2023-04-05,2.4754,0.6639,0.11,1,MODIS_TERRA
3.75,105.75,2023-04-05,2.1682,0.6252,0.04,1,MODIS_TERRA
4.0,105.5,2023-04-05,2.5606,0.6733,0.7,0,MODIS_TERRA
4.0,106.25,2023-04-05,2.1189,0.6182,0.34,1,MODIS_TERRA
4.25,105.75,2023-04-05,2.1863,0.6277,0.06,1,MODIS_TERRA
4.25,106.25,2023-04-05,2.4749,0.6639,0.48,1,MODIS_TERRA
5.75,117.25,2023-04-05,2.8278,0.6995,0.67,0,MODIS_TERRA
6.0,117.25,2023-04-05,2.8262,0.6994,0.1,1,MODIS_TERRA
6.0,117.5,2023-04-05,2.8682,0.7031,0.14,1,MODIS_TERRA
6.25,117.25,2023-04-05,2.7936,0.6964,0.32,1,MODIS_TERRA
6.25,117.75,2023-04-05,2.9598,0.711,0.32,1,MODIS_TERRA
6.5,117.25,2023-04-05,2.8606,0.7024,0.01,1,MODIS_TERRA
11.0,111.0,2023-04-05,3.1642,0.7271,0.28,1,MODIS_TERRA
11.25,111.25,2023-04-05,3.3111,0.7376,0.57,0,MODIS_TERRA
11.5,110.75,2023-04-05,3.0481,0.7182,0.18,1,MODIS_TERRA
11.5,111.25,2023-04-05,3.2339,0.7322,0.53,0,MODIS_TERRA
11.5,116.5,2023-04-05,3.215,0.7308,0.3,1,MODIS_TERRA
11.5,117.0,2023-04-05,3.1568,0.7265,0.48,1,MODIS_TERRA
11.75,111.0,2023-04-05,3.0,0.7143,0.65,0,MODIS_TERRA
11.75,116.25,2023-04-05,3.0411,0.7176,0.02,1,MODIS_TERRA
11.75,116.75,2023-04-05,3.1496,0.726,0.74,0,MODIS_TERRA
12.0,110.5,2023-04-05,2.9782,0.7125,0.53,0,MODIS_TERRA
12.0,115.25,2023-04-05,3.061,0.7192,0.12,1,MODIS_TERRA
12.0,115.5,2023-04-05,3.0018,0.7144,0.78,0,MODIS_TERRA
12.0,115.75,2023-04-05,2.9435,0.7096,0.42,1,MODIS_TERRA
12.0,116.25,2023-04-05,3.2163,0.7309,0.24,1,MODIS_TERRA
12.25,116.0,2023-04-05,3.1271,0.7243,0.65,0,MODIS_TERRA
17.25,97.0,2023-04-05,2.8196,0.6988,0.01,1,MODIS_TERRA
17.25,97.5,2023-04-05,2.9724,0.712,0.46,1,MODIS_TERRA
17.25,97.75,2023-04-05,2.922,0.7078,0.54,0,MODIS_TERRA
17.5,97.25,2023-04-05,2.8914,0.7051,0.56,0,MODIS_TERRA
17.5,97.5,2023-04-05,2.9076,0.7065,0.31,1,MODIS_TERRA
17.5,97.75,2023-04-05,2.9033,0.7062,0.23,1,MODIS_TERRA
17.75,97.25,2023-04-05,2.9585,0.7109,0.79,0,MODIS_TERRA
18.25,112.0,2023-04-05,1.827,0.5703,0.65,0,MODIS_TERRA
18.25,112.25,2023-04-05,1.7261,0.5508,0.02,1,MODIS_TERRA
18.25,112.5,2023-04-05,2.2155,0.6317,0.39,1,MODIS_TERRA
18.5,112.25,2023-04-05,1.7932,0.5639,0.29,1,MODIS_TERRA
0.0,99.5,2023-04-06,3.3122,0.7377,0.46,1,MODIS_TERRA
0.0,99.75,2023-04-06,3.325,0.7386,0.74,0,MODIS_TERRA
0.25,99.5,2023-04-06,3.3084,0.7374,0.44,1,MODIS_TERRA
0.25,100.0,2023-04-06,3.4459,0.7466,0.31,1,MODIS_TERRA
0.5,99.75,2023-04-06,3.3539,0.7405,0.26,1,MODIS_TERRA
0.5,100.5,2023-04-06,3.2864,0.7359,0.36,1,MODIS_TERRA
1.0,96.0,2023-04-06,2.5646,0.6737,0.68,0,MODIS_TERRA
1.0,97.0,2023-04-06,2.8357,0.7002,0.2,1,MODIS_TERRA
1.25,96.25,2023-04-06,2.6784,0.6854,0.22,1,MODIS_TERRA
1.25,96.5,2023-04-06,2.7587,0.6931,0.44,1,MODIS_TERRA
1.25,97.0,2023-04-06,2.7939,0.6964,0.5,0,MODIS_TERRA
1.5,96.25,2023-04-06,2.6528,0.6828,0.05,1,MODIS_TERRA
1.5,97.0,2023-04-06,2.8419,0.7008,0.54,0,MODIS_TERRA
1.75,96.5,2023-04-06,2.8365,0.7003,0.67,0,MODIS_TERRA
2.0,101.5,2023-04-06,3.1453,0.7257,0.62,0,MODIS_TERRA
2.0,101.75,2023-04-06,3.0685,0.7198,0.22,1,MODIS_TERRA
2.25,101.25,2023-04-06,3.2557,0.7337,0.46,1,MODIS_TERRA
2.25,102.25,2023-04-06,2.8945,0.7054,0.04,1,MODIS_TERRA
2.5,101.5,2023-04-06,3.1004,0.7223,0.63,0,MODIS_TERRA
2.75,105.75,2023-04-06,2.2229,0.6327,0.66,0,MODIS_TERRA
3.0,105.75,2023-04-06,2.2423,0.6353,0.05,1,MODIS_TERRA
3.25,105.75,2023-04-06,2.2076,0.6307,0.41,1,MODIS_TERRA
3.25,106.0,2023-04-06,2.2271,0.6333,0.72,0,MODIS_TERRA
3.5,105.75,2023-04-06,2.4985,0.6665,0.21,1,MODIS_TERRA
5.5,117.75,2023-04-06,2.9957,0.7139,0.06,1,MODIS_TERRA
5.75,117.75,2023-04-06,2.9296,0.7084,0.17,1,MODIS_TERRA
5.75,118.0,2023-04-06,3.0599,0.7191,0.46,1,MODIS_TERRA
6.0,118.0,2023-04-06,2.9797,0.7126,0.3,1,MODIS_TERRA
6.25,117.0,2023-04-06,3.0898,0.7214,0.27,1,MODIS_TERRA
6.25,117.5,2023-04-06,2.9287,0.7083,0.23,1,MODIS_TERRA
6.5,117.0,2023-04-06,2.7355,0.6909,0.41,1,MODIS_TERRA
6.5,117.5,2023-04-06,2.8771,0.7039,0.58,0,MODIS_TERRA
10.75,111.75,2023-04-06,3.3144,0.7378,0.63,0,MODIS_TERRA
11.0,111.0,2023-04-06,3.1601,0.7268,0.11,1,MODIS_TERRA
11.0,111.25,2023-04-06,3.3201,0.7382,0.46,1,MODIS_TERRA
11.0,111.75,2023-04-06,3.2352,0.7323,0.71,0,MODIS_TERRA
11.25,112.0,2023-04-06,3.1873,0.7288,0.14,1,MODIS_TERRA
12.25,115.25,2023-04-06,3.0158,0.7156,0.68,0,MODIS_TERRA
12.25,115.5,2023-04-06,2.9111,0.7068,0.23,1,MODIS_TERRA
12.5,115.0,2023-04-06,3.182,0.7284,0.27,1,MODIS_TERRA
12.5,115.25,2023-04-06,2.9283,0.7083,0.58,0,MODIS_TERRA
12.5,115.75,2023-04-06,2.8648,0.7028,0.72,0,MODIS_TERRA
12.75,116.0,2023-04-06,2.8277,0.6995,0.74,0,MODIS_TERRA
12.75,116.25,2023-04-06,2.8372,0.7004,0.47,1,MODIS_TERRA
16.75,97.5,2023-04-06,2.9839,0.713,0.58,0,MODIS_TERRA
17.0,97.5,2023-04-06,2.8716,0.7034,0.71,0,MODIS_TERRA
17.0,98.0,2023-04-06,3.0128,0.7153,0.23,1,MODIS_TERRA
17.0,98.25,2023-04-06,3.0546,0.7187,0.37,1,MODIS_TERRA
17.25,97.25,2023-04-06,2.8841,0.7045,0.26,1,MODIS_TERRA
17.25,98.5,2023-04-06,3.4292,0.7455,0.54,0,MODIS_TERRA
17.5,97.0,2023-04-06,2.7556,0.6928,0.3,1,MODIS_TERRA
17.5,97.25,2023-04-06,2.8667,0.703,0.72,0,MODIS_TERRA
17.5,97.5,2023-04-06,2.8456,0.7011,0.67,0,MODIS_TERRA
17.5,98.0,2023-04-06,3.0876,0.7213,0.47,1,MODIS_TERRA
17.5,98.25,2023-04-06,3.0916,0.7216,0.38,1,MODIS_TERRA
17.5,98.75,2023-04-06,3.1189,0.7237,0.07,1,MODIS_TERRA
17.75,112.25,2023-04-06,1.7442,0.5544,0.21,1,MODIS_TERRA
17.75,112.5,2023-04-06,1.7865,0.5626,0.69,0,MODIS_TERRA
18.25,112.0,2023-04-06,1.7535,0.5562,0.09,1,MODIS_TERRA
18.25,112.25,2023-04-06,1.9796,0.5967,0.18,1,MODIS_TERRA
18.5,112.25,2023-04-06,1.912,0.5854,0.16,1,MODIS_TERRA
18.5,112.5,2023-04-06,1.8696,0.578,0.3,1,MODIS_TERRA
0.0,100.5,2023-04-07,3.3009,0.7369,0.42,1,MODIS_TERRA
0.25,100.0,2023-04-07,3.4821,0.7489,0.16,1,MODIS_TERRA
0.25,100.5,2023-04-07,3.5086,0.7505,0.27,1,MODIS_TERRA
0.5,100.0,2023-04-07,3.4055,0.744,0.15,1,MODIS_TERRA
0.5,100.25,2023-04-07,3.3932,0.7431,0.72,0,MODIS_TERRA
0.5,100.5,2023-04-07,3.5481,0.753,0.15,1,MODIS_TERRA
2.25,102.0,2023-04-07,3.0454,0.7179,0.07,1,MODIS_TERRA
2.5,100.75,2023-04-07,3.3142,0.7378,0.25,1,MODIS_TERRA
2.5,101.25,2023-04-07,3.2318,0.732,0.65,0,MODIS_TERRA
2.5,101.5,2023-04-07,3.0986,0.7221,0.65,0,MODIS_TERRA
2.5,101.75,2023-04-07,3.0596,0.7191,0.1,1,MODIS_TERRA
2.5,106.0,2023-04-07,2.2658,0.6384,0.25,1,MODIS_TERRA
2.75,100.75,2023-04-07,3.2432,0.7328,0.07,1,MODIS_TERRA
2.75,101.25,2023-04-07,3.1889,0.7289,0.37,1,MODIS_TERRA
2.75,101.5,2023-04-07,3.5071,0.7504,0.52,0,MODIS_TERRA
2.75,106.0,2023-04-07,2.109,0.6167,0.11,1,MODIS_TERRA
3.0,100.5,2023-04-07,3.4736,0.7483,0.56,0,MODIS_TERRA
3.0,106.0,2023-04-07,2.2704,0.639,0.37,1,MODIS_TERRA
3.25,105.75,2023-04-07,2.2117,0.6312,0.16,1,MODIS_TERRA
3.25,106.0,2023-04-07,2.4552,0.6616,0.14,1,MODIS_TERRA
3.5,106.0,2023-04-07,2.1237,0.6189,0.71,0,MODIS_TERRA
4.5,118.0,2023-04-07,2.9759,0.7123,0.42,1,MODIS_TERRA
4.75,118.0,2023-04-07,3.1106,0.723,0.69,0,MODIS_TERRA
4.75,118.25,2023-04-07,3.1126,0.7232,0.52,0,MODIS_TERRA
4.75,118.5,2023-04-07,3.0633,0.7194,0.4,1,MODIS_TERRA
5.0,118.0,2023-04-07,3.1416,0.7254,0.22,1,MODIS_TERRA
