lat_grid,lon_grid,date,sst_celsius,sst_anomaly,quality_flag,data_source
1.5,104.75,2023-04-17,26.42,0.214,1,MODIS_AQUA
1.75,104.5,2023-04-17,25.63,-0.655,2,MODIS_AQUA
1.75,105.5,2023-04-17,26.26,-0.023,2,MODIS_AQUA
2.0,104.75,2023-04-17,26.93,0.571,1,MODIS_AQUA
2.0,105.25,2023-04-17,26.77,0.406,2,MODIS_AQUA
2.25,105.25,2023-04-17,26.24,-0.198,1,MODIS_AQUA
4.0,116.25,2023-04-17,26.99,0.03,2,MODIS_AQUA
4.25,116.5,2023-04-17,27.0,-0.04,1,MODIS_AQUA
4.25,116.75,2023-04-17,27.53,0.494,1,MODIS_AQUA
4.5,116.25,2023-04-17,27.48,0.374,1,MODIS_AQUA
4.5,116.5,2023-04-17,27.35,0.235,2,MODIS_AQUA
4.5,116.75,2023-04-17,27.05,-0.064,2,MODIS_AQUA
5.0,108.25,2023-04-17,27.48,0.22,1,MODIS_AQUA
5.0,116.25,2023-04-17,28.0,0.744,1,MODIS_AQUA
5.0,116.5,2023-04-17,26.85,-0.414,1,MODIS_AQUA
5.25,108.0,2023-04-17,27.99,0.655,2,MODIS_AQUA
5.25,108.25,2023-04-17,27.66,0.321,1,MODIS_AQUA
5.25,116.25,2023-04-17,27.27,-0.069,1,MODIS_AQUA
5.5,108.0,2023-04-17,28.13,0.722,1,MODIS_AQUA
5.5,108.25,2023-04-17,28.27,0.859,1,MODIS_AQUA
10.75,111.5,2023-04-17,28.5,-0.036,1,MODIS_AQUA
10.75,111.75,2023-04-17,28.56,0.026,1,MODIS_AQUA
11.0,111.5,2023-04-17,27.98,-0.484,1,MODIS_AQUA
11.0,112.0,2023-04-17,28.81,0.348,2,MODIS_AQUA
11.5,111.75,2023-04-17,28.66,0.354,2,MODIS_AQUA
11.75,111.75,2023-04-17,28.35,0.119,1,MODIS_AQUA
1.75,105.25,2023-04-18,26.45,0.156,1,MODIS_AQUA
1.75,105.5,2023-04-18,27.01,0.714,1,MODIS_AQUA
1.75,105.75,2023-04-18,26.59,0.296,2,MODIS_AQUA
2.0,105.5,2023-04-18,26.41,0.035,1,MODIS_AQUA
2.0,105.75,2023-04-18,26.7,0.332,1,MODIS_AQUA
4.75,117.25,2023-04-18,27.51,0.312,2,MODIS_AQUA
5.0,107.5,2023-04-18,27.7,0.431,1,MODIS_AQUA
5.0,107.75,2023-04-18,27.93,0.661,1,MODIS_AQUA
5.0,108.0,2023-04-18,27.28,0.003,1,MODIS_AQUA
5.0,116.75,2023-04-18,27.21,-0.063,1,MODIS_AQUA
5.0,117.25,2023-04-18,27.85,0.578,1,MODIS_AQUA
5.0,117.75,2023-04-18,27.13,-0.144,1,MODIS_AQUA
5.25,108.0,2023-04-18,27.91,0.559,2,MODIS_AQUA
5.25,117.5,2023-04-18,27.56,0.216,1,MODIS_AQUA
5.25,117.75,2023-04-18,27.3,-0.05,1,MODIS_AQUA
5.5,117.25,2023-04-18,27.3,-0.126,1,MODIS_AQUA
5.5,117.5,2023-04-18,27.6,0.182,1,MODIS_AQUA
10.25,112.0,2023-04-18,28.52,-0.173,2,MODIS_AQUA
10.5,111.75,2023-04-18,28.47,-0.153,2,MODIS_AQUA
10.5,112.0,2023-04-18,28.45,-0.176,1,MODIS_AQUA
10.5,112.25,2023-04-18,28.88,0.256,1,MODIS_AQUA
10.75,111.0,2023-04-18,29.14,0.595,2,MODIS_AQUA
10.75,111.25,2023-04-18,28.47,-0.077,1,MODIS_AQUA
11.0,111.25,2023-04-18,29.3,0.825,1,MODIS_AQUA
1.5,105.25,2023-04-19,26.31,0.079,1,MODIS_AQUA
1.75,105.25,2023-04-19,26.27,-0.041,1,MODIS_AQUA
2.0,105.5,2023-04-19,25.98,-0.406,1,MODIS_AQUA
2.0,105.75,2023-04-19,26.67,0.282,1,MODIS_AQUA
2.0,106.25,2023-04-19,26.39,0.006,1,MODIS_AQUA
2.25,105.5,2023-04-19,27.54,1.083,1,MODIS_AQUA
2.25,106.0,2023-04-19,27.06,0.598,1,MODIS_AQUA
5.0,108.0,2023-04-19,27.74,0.454,1,MODIS_AQUA
5.25,107.25,2023-04-19,27.09,-0.267,2,MODIS_AQUA
5.25,108.0,2023-04-19,27.41,0.047,1,MODIS_AQUA
5.25,108.25,2023-04-19,27.22,-0.141,1,MODIS_AQUA
5.5,107.5,2023-04-19,28.3,0.863,1,MODIS_AQUA
5.5,107.75,2023-04-19,28.19,0.758,1,MODIS_AQUA
5.5,118.25,2023-04-19,27.67,0.235,1,MODIS_AQUA
5.75,117.75,2023-04-19,27.58,0.072,1,MODIS_AQUA
5.75,118.0,2023-04-19,27.76,0.249,1,MODIS_AQUA
5.75,118.25,2023-04-19,27.48,-0.031,1,MODIS_AQUA
6.0,118.0,2023-04-19,28.18,0.596,2,MODIS_AQUA
6.0,118.25,2023-04-19,28.42,0.834,1,MODIS_AQUA
6.25,118.0,2023-04-19,27.59,-0.072,1,MODIS_AQUA
10.0,112.0,2023-04-19,28.71,-0.07,1,MODIS_AQUA
10.0,112.25,2023-04-19,29.05,0.265,1,MODIS_AQUA
10.25,112.0,2023-04-19,29.21,0.503,2,MODIS_AQUA
10.25,112.25,2023-04-19,29.13,0.416,1,MODIS_AQUA
5.0,107.5,2023-04-20,27.3,-0.0,2,MODIS_AQUA
5.25,107.5,2023-04-20,27.53,0.161,2,MODIS_AQUA
5.5,107.25,2023-04-20,27.81,0.362,2,MODIS_AQUA
5.5,108.0,2023-04-20,27.98,0.534,1,MODIS_AQUA
5.5,117.5,2023-04-20,28.33,0.88,1,MODIS_AQUA
5.5,117.75,2023-04-20,27.99,0.548,2,MODIS_AQUA
5.5,118.0,2023-04-20,27.58,0.134,1,MODIS_AQUA
5.5,118.25,2023-04-20,27.8,0.356,1,MODIS_AQUA
5.5,118.5,2023-04-20,27.75,0.306,1,MODIS_AQUA
5.75,107.75,2023-04-20,27.78,0.26,2,MODIS_AQUA
5.75,118.0,2023-04-20,27.88,0.355,2,MODIS_AQUA
5.75,118.25,2023-04-20,28.17,0.645,2,MODIS_AQUA
6.0,117.75,2023-04-20,28.15,0.557,2,MODIS_AQUA
6.0,118.0,2023-04-20,27.14,-0.459,1,MODIS_AQUA
9.75,112.75,2023-04-20,28.49,-0.233,1,MODIS_AQUA
10.0,112.75,2023-04-20,29.45,0.651,1,MODIS_AQUA
10.25,112.5,2023-04-20,29.04,0.319,2,MODIS_AQUA
10.25,112.75,2023-04-20,29.54,0.82,1,MODIS_AQUA
5.5,107.5,2023-04-21,28.09,0.633,2,MODIS_AQUA
5.5,117.25,2023-04-21,27.23,-0.227,1,MODIS_AQUA
5.5,117.5,2023-04-21,27.06,-0.398,2,MODIS_AQUA
5.5,117.75,2023-04-21,28.45,0.992,1,MODIS_AQUA
5.75,107.25,2023-04-21,27.39,-0.144,1,MODIS_AQUA
5.75,107.75,2023-04-21,27.99,0.454,1,MODIS_AQUA
5.75,117.5,2023-04-21,28.16,0.629,2,MODIS_AQUA
5.75,117.75,2023-04-21,27.21,-0.323,1,MODIS_AQUA
6.0,107.25,2023-04-21,27.57,-0.037,1,MODIS_AQUA
6.0,107.5,2023-04-21,27.94,0.334,1,MODIS_AQUA
6.0,117.5,2023-04-21,28.01,0.407,1,MODIS_AQUA
6.25,107.5,2023-04-21,27.9,0.217,2,MODIS_AQUA
9.75,113.25,2023-04-21,28.69,-0.038,1,MODIS_AQUA
10.0,113.0,2023-04-21,28.4,-0.407,1,MODIS_AQUA
10.25,112.75,2023-04-21,28.78,0.044,2,MODIS_AQUA
10.25,113.0,2023-04-21,29.03,0.302,1,MODIS_AQUA
10.25,113.25,2023-04-21,28.82,0.091,1,MODIS_AQUA
8.5,113.0,2023-04-22,28.45,0.084,1,MODIS_AQUA
8.75,112.25,2023-04-22,29.05,0.604,1,MODIS_AQUA
8.75,112.75,2023-04-22,28.51,0.064,1,MODIS_AQUA
8.75,113.0,2023-04-22,28.19,-0.256,1,MODIS_AQUA
9.0,112.75,2023-04-22,29.61,1.09,2,MODIS_AQUA
9.25,112.5,2023-04-22,28.34,-0.25,1,MODIS_AQUA
9.75,112.75,2023-04-22,29.33,0.583,1,MODIS_AQUA
0.0,106.0,2023-04-23,25.86,0.031,1,MODIS_AQUA
1.0,106.0,2023-04-23,26.73,0.597,1,MODIS_AQUA
2.0,115.0,2023-04-23,26.84,0.407,2,MODIS_AQUA
3.0,100.0,2023-04-23,26.93,0.195,1,MODIS_AQUA
3.0,108.0,2023-04-23,26.68,-0.053,1,MODIS_AQUA
3.0,109.0,2023-04-23,26.47,-0.262,1,MODIS_AQUA
3.0,119.0,2023-04-23,26.74,0.012,2,MODIS_AQUA
5.0,107.0,2023-04-23,26.93,-0.398,1,MODIS_AQUA
5.0,111.0,2023-04-23,27.56,0.232,1,MODIS_AQUA
6.0,114.0,2023-04-23,27.97,0.336,1,MODIS_AQUA
6.0,117.0,2023-04-23,28.03,0.397,1,MODIS_AQUA
6.0,120.0,2023-04-23,29.03,1.398,1,MODIS_AQUA
7.0,98.0,2023-04-23,27.5,-0.427,1,MODIS_AQUA
7.0,102.0,2023-04-23,28.15,0.22,1,MODIS_AQUA
8.0,120.0,2023-04-23,28.69,0.457,2,MODIS_AQUA
9.0,98.0,2023-04-23,28.29,-0.243,1,MODIS_AQUA
10.0,96.0,2023-04-23,29.03,0.196,1,MODIS_AQUA
10.0,99.0,2023-04-23,29.36,0.534,1,MODIS_AQUA
10.0,113.0,2023-04-23,29.54,0.711,1,MODIS_AQUA
11.0,109.0,2023-04-23,29.73,1.203,1,MODIS_AQUA
11.0,113.0,2023-04-23,29.78,1.249,1,MODIS_AQUA
11.0,119.0,2023-04-23,29.32,0.789,1,MODIS_AQUA
12.0,101.0,2023-04-23,28.64,0.406,1,MODIS_AQUA
12.0,103.0,2023-04-23,28.55,0.315,1,MODIS_AQUA
12.0,110.0,2023-04-23,28.93,0.698,1,MODIS_AQUA
12.0,111.0,2023-04-23,27.88,-0.348,1,MODIS_AQUA
12.0,115.0,2023-04-23,28.25,0.024,1,MODIS_AQUA
12.0,121.0,2023-04-23,28.0,-0.228,1,MODIS_AQUA
13.0,99.0,2023-04-23,28.11,0.177,1,MODIS_AQUA
13.0,109.0,2023-04-23,28.6,0.672,1,MODIS_AQUA
13.0,121.0,2023-04-23,28.79,0.857,2,MODIS_AQUA
14.0,96.0,2023-04-23,28.06,0.425,2,MODIS_AQUA
14.0,99.0,2023-04-23,27.84,0.211,2,MODIS_AQUA
15.0,107.0,2023-04-23,28.21,0.875,1,MODIS_AQUA
15.0,110.0,2023-04-23,27.21,-0.117,1,MODIS_AQUA
15.0,111.0,2023-04-23,28.08,0.75,1,MODIS_AQUA
15.0,113.0,2023-04-23,27.89,0.561,1,MODIS_AQUA
15.0,115.0,2023-04-23,27.81,0.478,1,MODIS_AQUA
15.0,121.0,2023-04-23,27.79,0.464,1,MODIS_AQUA
16.0,109.0,2023-04-23,26.55,-0.478,2,MODIS_AQUA
16.0,119.0,2023-04-23,27.48,0.446,2,MODIS_AQUA
17.0,100.0,2023-04-23,27.06,0.331,2,MODIS_AQUA
17.0,103.0,2023-04-23,27.72,0.994,1,MODIS_AQUA
17.0,104.0,2023-04-23,27.29,0.559,2,MODIS_AQUA
17.0,118.0,2023-04-23,27.74,1.008,2,MODIS_AQUA
18.0,106.0,2023-04-23,26.44,0.01,2,MODIS_AQUA
18.0,109.0,2023-04-23,27.14,0.713,1,MODIS_AQUA
18.0,114.0,2023-04-23,26.65,0.224,1,MODIS_AQUA
18.0,118.0,2023-04-23,26.91,0.475,1,MODIS_AQUA
19.0,103.0,2023-04-23,26.38,0.252,2,MODIS_AQUA
20.0,109.0,2023-04-23,25.82,-0.009,1,MODIS_AQUA
20.0,116.0,2023-04-23,26.05,0.219,1,MODIS_AQUA
21.0,109.0,2023-04-23,25.31,-0.219,2,MODIS_AQUA
21.0,115.0,2023-04-23,25.5,-0.027,1,MODIS_AQUA
19.25,104.75,2023-04-24,25.86,-0.21,1,MODIS_AQUA
19.5,103.75,2023-04-24,27.14,1.152,1,MODIS_AQUA
19.5,104.0,2023-04-24,26.69,0.702,1,MODIS_AQUA
19.5,104.75,2023-04-24,25.87,-0.125,1,MODIS_AQUA
19.75,103.25,2023-04-24,25.75,-0.168,1,MODIS_AQUA
19.75,103.5,2023-04-24,25.69,-0.231,2,MODIS_AQUA
19.75,103.75,2023-04-24,26.1,0.181,1,MODIS_AQUA
19.75,104.0,2023-04-24,26.54,0.624,1,MODIS_AQUA
20.0,103.75,2023-04-24,26.65,0.811,1,MODIS_AQUA
19.25,104.0,2023-04-25,26.34,0.262,1,MODIS_AQUA
19.25,104.25,2023-04-25,26.35,0.275,1,MODIS_AQUA
19.5,103.75,2023-04-25,26.58,0.58,2,MODIS_AQUA
19.5,104.25,2023-04-25,26.65,0.643,1,MODIS_AQUA
19.75,104.25,2023-04-25,26.28,0.35,1,MODIS_AQUA
20.0,103.75,2023-04-25,26.28,0.425,2,MODIS_AQUA
20.25,103.75,2023-04-25,26.45,0.675,1,MODIS_AQUA
18.5,103.5,2023-04-26,26.18,-0.13,2,MODIS_AQUA
18.5,103.75,2023-04-26,26.8,0.487,1,MODIS_AQUA
18.75,103.0,2023-04-26,26.81,0.568,1,MODIS_AQUA
19.0,103.25,2023-04-26,26.7,0.542,1,MODIS_AQUA
19.0,103.75,2023-04-26,26.54,0.377,1,MODIS_AQUA
19.25,103.75,2023-04-26,27.21,1.122,2,MODIS_AQUA
19.25,104.0,2023-04-26,26.27,0.178,1,MODIS_AQUA
19.5,103.5,2023-04-26,26.32,0.311,1,MODIS_AQUA
16.75,105.0,2023-04-27,27.41,0.558,1,MODIS_AQUA
16.75,105.25,2023-04-27,26.91,0.061,1,MODIS_AQUA
17.0,104.25,2023-04-27,27.48,0.702,1,MODIS_AQUA
17.0,104.5,2023-04-27,27.4,0.627,1,MODIS_AQUA
17.0,105.25,2023-04-27,27.48,0.703,1,MODIS_AQUA
17.25,104.5,2023-04-27,26.79,0.093,2,MODIS_AQUA
17.25,104.75,2023-04-27,26.81,0.11,1,MODIS_AQUA
18.0,117.5,2023-04-27,27.33,0.856,2,MODIS_AQUA
18.0,118.0,2023-04-27,26.98,0.505,1,MODIS_AQUA
18.25,104.75,2023-04-27,26.37,-0.027,1,MODIS_AQUA
18.25,105.25,2023-04-27,27.22,0.827,1,MODIS_AQUA
18.25,117.25,2023-04-27,27.23,0.83,2,MODIS_AQUA
18.25,117.5,2023-04-27,26.84,0.439,1,MODIS_AQUA
18.5,104.5,2023-04-27,26.99,0.67,2,MODIS_AQUA
18.5,105.0,2023-04-27,26.3,-0.024,1,MODIS_AQUA
18.75,104.5,2023-04-27,26.72,0.471,2,MODIS_AQUA
20.5,115.0,2023-04-27,25.95,0.23,1,MODIS_AQUA
20.5,115.75,2023-04-27,25.6,-0.12,1,MODIS_AQUA
20.75,114.75,2023-04-27,25.88,0.237,1,MODIS_AQUA
20.75,115.25,2023-04-27,26.61,0.962,1,MODIS_AQUA
20.75,115.5,2023-04-27,26.17,0.521,1,MODIS_AQUA
15.0,105.0,2023-04-28,27.5,0.115,2,MODIS_AQUA
15.25,105.0,2023-04-28,27.5,0.191,2,MODIS_AQUA
15.25,105.25,2023-04-28,28.38,1.07,1,MODIS_AQUA
15.75,105.0,2023-04-28,28.26,1.103,1,MODIS_AQUA
16.25,105.0,2023-04-28,28.3,1.292,2,MODIS_AQUA
16.25,105.25,2023-04-28,27.66,0.654,2,MODIS_AQUA
16.5,105.25,2023-04-28,27.16,0.225,1,MODIS_AQUA
16.75,105.25,2023-04-28,26.79,-0.063,2,MODIS_AQUA
17.75,118.25,2023-04-28,26.94,0.379,1,MODIS_AQUA
17.75,118.5,2023-04-28,26.76,0.205,1,MODIS_AQUA
18.0,118.0,2023-04-28,26.78,0.298,1,MODIS_AQUA
18.0,118.75,2023-04-28,27.01,0.523,1,MODIS_AQUA
18.25,105.25,2023-04-28,26.49,0.082,1,MODIS_AQUA
18.5,105.25,2023-04-28,26.07,-0.262,1,MODIS_AQUA
18.75,105.0,2023-04-28,26.59,0.333,1,MODIS_AQUA
18.75,105.25,2023-04-28,27.0,0.74,2,MODIS_AQUA
19.0,104.75,2023-04-28,26.53,0.344,2,MODIS_AQUA
20.25,115.25,2023-04-28,25.77,-0.038,1,MODIS_AQUA
20.5,115.5,2023-04-28,25.43,-0.308,1,MODIS_AQUA
20.75,115.0,2023-04-28,25.76,0.102,1,MODIS_AQUA
21.0,115.0,2023-04-28,26.38,0.794,1,MODIS_AQUA
21.25,115.25,2023-04-28,26.35,0.838,1,MODIS_AQUA
21.5,115.25,2023-04-28,25.04,-0.392,1,MODIS_AQUA
21.5,115.5,2023-04-28,25.59,0.162,1,MODIS_AQUA
14.5,104.75,2023-04-29,28.48,0.942,1,MODIS_AQUA
14.75,104.75,2023-04-29,27.9,0.433,1,MODIS_AQUA
14.75,105.0,2023-04-29,28.47,0.998,1,MODIS_AQUA
14.75,106.0,2023-04-29,28.21,0.74,1,MODIS_AQUA
15.0,104.5,2023-04-29,27.59,0.195,1,MODIS_AQUA
15.0,104.75,2023-04-29,28.18,0.786,1,MODIS_AQUA
15.0,105.0,2023-04-29,27.27,-0.117,1,MODIS_AQUA
15.0,105.5,2023-04-29,28.23,0.833,1,MODIS_AQUA
15.0,105.75,2023-04-29,27.65,0.254,2,MODIS_AQUA
15.25,105.0,2023-04-29,27.94,0.623,1,MODIS_AQUA
17.0,118.75,2023-04-29,26.74,-0.054,1,MODIS_AQUA
17.0,119.0,2023-04-29,27.65,0.86,1,MODIS_AQUA
17.25,118.75,2023-04-29,26.7,-0.013,1,MODIS_AQUA
17.25,119.0,2023-04-29,26.99,0.268,2,MODIS_AQUA
17.5,118.5,2023-04-29,26.85,0.205,1,MODIS_AQUA
17.75,118.5,2023-04-29,27.31,0.742,2,MODIS_AQUA
19.25,104.5,2023-04-29,27.38,1.259,1,MODIS_AQUA
19.75,104.5,2023-04-29,26.0,0.032,2,MODIS_AQUA
19.75,104.75,2023-04-29,26.54,0.573,1,MODIS_AQUA
19.75,105.0,2023-04-29,26.2,0.233,1,MODIS_AQUA
20.0,105.5,2023-04-29,26.9,1.005,1,MODIS_AQUA
21.0,114.5,2023-04-29,25.64,0.044,1,MODIS_AQUA
21.0,114.75,2023-04-29,25.95,0.36,1,MODIS_AQUA
21.0,115.0,2023-04-29,25.9,0.311,2,MODIS_AQUA
21.0,115.25,2023-04-29,26.58,0.984,1,MODIS_AQUA
21.0,115.5,2023-04-29,26.25,0.662,1,MODIS_AQUA
21.0,115.75,2023-04-29,25.93,0.34,1,MODIS_AQUA
21.25,114.5,2023-04-29,26.17,0.652,1,MODIS_AQUA
21.25,114.75,2023-04-29,25.79,0.275,1,MODIS_AQUA
2.0,95.0,2023-04-30,27.15,0.649,1,MODIS_AQUA
2.0,106.0,2023-04-30,27.18,0.674,2,MODIS_AQUA
2.0,114.0,2023-04-30,26.53,0.026,1,MODIS_AQUA
2.75,99.75,2023-04-30,26.85,0.126,1,MODIS_AQUA
2.75,100.25,2023-04-30,26.51,-0.218,1,MODIS_AQUA
2.75,100.75,2023-04-30,26.6,-0.122,1,MODIS_AQUA
3.0,99.0,2023-04-30,27.18,0.375,1,MODIS_AQUA
3.0,100.75,2023-04-30,27.46,0.654,1,MODIS_AQUA
3.0,106.0,2023-04-30,26.06,-0.741,1,MODIS_AQUA
3.0,119.0,2023-04-30,28.28,1.48,1,MODIS_AQUA
3.25,98.25,2023-04-30,26.59,-0.289,1,MODIS_AQUA
5.0,104.0,2023-04-30,27.95,0.545,1,MODIS_AQUA
6.0,112.0,2023-04-30,28.16,0.46,1,MODIS_AQUA
6.0,119.0,2023-04-30,27.93,0.229,2,MODIS_AQUA
6.0,120.0,2023-04-30,28.46,0.759,2,MODIS_AQUA
7.0,102.0,2023-04-30,28.86,0.857,1,MODIS_AQUA
8.0,95.0,2023-04-30,28.95,0.648,1,MODIS_AQUA
8.0,104.0,2023-04-30,29.23,0.924,1,MODIS_AQUA
8.0,114.0,2023-04-30,28.23,-0.072,2,MODIS_AQUA
8.0,119.0,2023-04-30,28.81,0.505,2,MODIS_AQUA
8.0,121.0,2023-04-30,29.02,0.717,1,MODIS_AQUA
9.0,96.0,2023-04-30,28.54,-0.064,2,MODIS_AQUA
10.0,116.0,2023-04-30,29.95,1.045,2,MODIS_AQUA
10.0,119.0,2023-04-30,29.4,0.502,1,MODIS_AQUA
11.0,96.0,2023-04-30,29.15,0.551,1,MODIS_AQUA
12.0,108.0,2023-04-30,28.46,0.159,1,MODIS_AQUA
12.0,112.0,2023-04-30,28.17,-0.13,2,MODIS_AQUA
14.0,113.0,2023-04-30,28.74,1.037,1,MODIS_AQUA
15.0,103.0,2023-04-30,28.15,0.753,1,MODIS_AQUA
15.0,106.25,2023-04-30,28.37,0.971,2,MODIS_AQUA
15.0,113.0,2023-04-30,27.27,-0.132,1,MODIS_AQUA
15.0,118.0,2023-04-30,27.64,0.238,2,MODIS_AQUA
15.25,103.75,2023-04-30,28.08,0.75,2,MODIS_AQUA
15.25,104.0,2023-04-30,28.7,1.378,2,MODIS_AQUA
15.25,104.25,2023-04-30,28.2,0.872,1,MODIS_AQUA
15.25,104.75,2023-04-30,27.7,0.372,2,MODIS_AQUA
15.25,105.0,2023-04-30,28.46,1.129,1,MODIS_AQUA
15.25,105.5,2023-04-30,27.35,0.024,1,MODIS_AQUA
15.25,106.25,2023-04-30,28.09,0.764,1,MODIS_AQUA
15.5,106.5,2023-04-30,27.98,0.728,1,MODIS_AQUA
15.5,106.75,2023-04-30,27.71,0.463,1,MODIS_AQUA
16.0,96.0,2023-04-30,27.84,0.735,2,MODIS_AQUA
16.0,104.0,2023-04-30,27.7,0.595,1,MODIS_AQUA
16.0,106.0,2023-04-30,27.15,0.053,2,MODIS_AQUA
16.0,114.0,2023-04-30,26.95,-0.151,2,MODIS_AQUA
16.0,115.0,2023-04-30,27.84,0.738,2,MODIS_AQUA
17.0,105.0,2023-04-30,26.73,-0.076,2,MODIS_AQUA
17.25,120.0,2023-04-30,26.5,-0.228,2,MODIS_AQUA
17.25,120.5,2023-04-30,26.78,0.053,2,MODIS_AQUA
17.5,119.75,2023-04-30,27.13,0.477,1,MODIS_AQUA
17.5,120.25,2023-04-30,26.55,-0.1,2,MODIS_AQUA
17.75,120.0,2023-04-30,27.63,1.057,2,MODIS_AQUA
18.0,101.0,2023-04-30,27.63,1.125,2,MODIS_AQUA
18.0,104.0,2023-04-30,26.79,0.291,2,MODIS_AQUA
18.0,117.0,2023-04-30,27.48,0.981,1,MODIS_AQUA
18.0,118.0,2023-04-30,27.13,0.624,1,MODIS_AQUA
19.0,106.0,2023-04-30,26.87,0.669,1,MODIS_AQUA
20.0,96.0,2023-04-30,26.08,0.182,1,MODIS_AQUA
20.0,101.0,2023-04-30,26.1,0.203,1,MODIS_AQUA
20.0,106.0,2023-04-30,26.92,1.02,2,MODIS_AQUA
20.5,114.0,2023-04-30,26.32,0.568,2,MODIS_AQUA
20.5,114.25,2023-04-30,25.73,-0.021,1,MODIS_AQUA
20.5,114.5,2023-04-30,26.44,0.683,1,MODIS_AQUA
20.75,106.0,2023-04-30,26.13,0.451,1,MODIS_AQUA
20.75,113.75,2023-04-30,26.16,0.483,1,MODIS_AQUA
20.75,114.0,2023-04-30,26.26,0.588,1,MODIS_AQUA
20.75,114.25,2023-04-30,26.44,0.762,1,MODIS_AQUA
21.0,99.0,2023-04-30,25.91,0.307,2,MODIS_AQUA
21.0,106.25,2023-04-30,25.83,0.231,1,MODIS_AQUA
21.25,106.5,2023-04-30,25.52,-0.006,1,MODIS_AQUA
21.5,106.25,2023-04-30,25.78,0.33,2,MODIS_AQUA
21.75,106.5,2023-04-30,25.33,-0.042,1,MODIS_AQUA
2.75,100.5,2023-05-01,27.24,0.506,1,MODIS_AQUA
2.75,101.0,2023-05-01,26.9,0.167,1,MODIS_AQUA
3.0,100.5,2023-05-01,26.95,0.136,1,MODIS_AQUA
3.0,100.75,2023-05-01,26.61,-0.2,2,MODIS_AQUA
3.25,101.25,2023-05-01,27.01,0.121,1,MODIS_AQUA
14.75,104.0,2023-05-01,27.66,0.171,1,MODIS_AQUA
15.0,103.5,2023-05-01,28.31,0.896,1,MODIS_AQUA
15.0,103.75,2023-05-01,27.14,-0.274,1,MODIS_AQUA
15.0,104.0,2023-05-01,27.26,-0.146,1,MODIS_AQUA
15.25,103.5,2023-05-01,27.44,0.099,2,MODIS_AQUA
15.25,103.75,2023-05-01,27.35,0.016,1,MODIS_AQUA
15.5,103.75,2023-05-01,28.12,0.86,1,MODIS_AQUA
17.5,119.0,2023-05-01,27.27,0.604,2,MODIS_AQUA
17.5,119.25,2023-05-01,27.26,0.599,2,MODIS_AQUA
17.5,119.5,2023-05-01,26.49,-0.176,1,MODIS_AQUA
17.75,118.75,2023-05-01,27.03,0.44,1,MODIS_AQUA
20.25,114.25,2023-05-01,27.03,1.191,1,MODIS_AQUA
20.5,114.25,2023-05-01,26.2,0.442,1,MODIS_AQUA
20.5,114.5,2023-05-01,25.63,-0.127,1,MODIS_AQUA
20.75,114.25,2023-05-01,25.44,-0.244,1,MODIS_AQUA
20.75,114.5,2023-05-01,25.79,0.101,2,MODIS_AQUA
21.75,106.5,2023-05-01,26.17,0.78,1,MODIS_AQUA
21.75,106.75,2023-05-01,25.82,0.43,1,MODIS_AQUA
22.0,106.0,2023-05-01,25.7,0.393,1,MODIS_AQUA
22.0,106.5,2023-05-01,25.52,0.213,1,MODIS_AQUA
22.0,106.75,2023-05-01,25.65,0.342,2,MODIS_AQUA
2.75,100.75,2023-05-02,27.03,0.287,1,MODIS_AQUA
3.0,101.5,2023-05-02,26.73,-0.09,1,MODIS_AQUA
3.25,101.5,2023-05-02,26.92,0.026,1,MODIS_AQUA
3.25,101.75,2023-05-02,27.64,0.748,1,MODIS_AQUA
3.5,101.25,2023-05-02,26.53,-0.437,2,MODIS_AQUA
14.75,104.5,2023-05-02,28.44,0.945,1,MODIS_AQUA
14.75,104.75,2023-05-02,27.49,-0.001,1,MODIS_AQUA
15.0,104.0,2023-05-02,27.73,0.307,1,MODIS_AQUA
15.0,104.25,2023-05-02,27.72,0.302,2,MODIS_AQUA
15.25,104.25,2023-05-02,27.26,-0.08,1,MODIS_AQUA
15.25,104.5,2023-05-02,28.14,0.793,1,MODIS_AQUA
15.25,104.75,2023-05-02,27.25,-0.091,1,MODIS_AQUA
15.75,104.25,2023-05-02,27.64,0.45,2,MODIS_AQUA
17.0,119.5,2023-05-02,27.76,0.938,1,MODIS_AQUA
17.25,119.0,2023-05-02,27.52,0.772,1,MODIS_AQUA
17.25,119.25,2023-05-02,27.84,1.093,2,MODIS_AQUA
17.25,119.5,2023-05-02,27.5,0.759,1,MODIS_AQUA
17.5,118.75,2023-05-02,27.44,0.773,1,MODIS_AQUA
17.5,119.0,2023-05-02,27.4,0.728,1,MODIS_AQUA
21.0,114.0,2023-05-02,26.45,0.831,1,MODIS_AQUA
21.0,114.25,2023-05-02,25.93,0.307,1,MODIS_AQUA
21.25,114.25,2023-05-02,26.41,0.868,1,MODIS_AQUA
21.25,114.5,2023-05-02,25.24,-0.302,1,MODIS_AQUA
21.5,106.5,2023-05-02,26.09,0.616,1,MODIS_AQUA
21.5,107.0,2023-05-02,26.15,0.681,1,MODIS_AQUA
21.5,114.0,2023-05-02,25.8,0.33,2,MODIS_AQUA
21.75,107.0,2023-05-02,26.12,0.726,2,MODIS_AQUA
21.75,107.25,2023-05-02,25.24,-0.158,1,MODIS_AQUA
22.0,106.75,2023-05-02,25.74,0.417,1,MODIS_AQUA
22.0,107.5,2023-05-02,25.5,0.178,1,MODIS_AQUA
